SimNo,Result,A2_AvgEx7,A2_D.1,A2_D.2,A2_D.12,A2_T.234,A2_T.2,A2_T.3,A2_T.4,A2_T.5,A2_T.6,A2_T.7,A2_U.1,A2_U.2,A2_U.3,A2_U.4,A2_U.5,A2_U.6,A2_U.7,A2_U.8,A2_U.9,A2_U.10,A2_U.11,A2_U.12,A2_U.13,A2_U.14,A2_U.15,A2_U.16,A2_U.17,A2_U.18,A2_U.19,A2_U.20,A2_U.21,A2_Group,A3_Avg,A3_AvgEx7,A3_D.1,A3_D.2,A3_D.3,A3_D.4,A3_D.5,A3_D.6,A3_D.7,A3_Middle,A4_AvgEx8,A4_T.2,A4_T.3,A4_T.4,A4_T.5,A4_T.6,A4_T.7,A4_Middle,A5_,Comp_W_TW,Comp_W_CS.W_simple,Comp_W_CS.W_dynamic,Comp_W_CS.W_group,Comp_W_CS.W_calendar,Comp_W_SA.W_ATT,Comp_W_CH.W_M,Comp_W_CO.W_CO1,Comp_W_CO.W_CO2,Comp_W_CO.W_CO3,Comp_W_NP_Eq,Comp_W_NP_ATT,Comp_W_NP_IV,Comp_CPI,CPI.T_0,CPI.T_2,CPI.T_3,CPI.T_4,CPI.T_5,CPI.T_6,CPI.T_AvgExLast,CPI.T_Middle,CPI.D_0,CPI.D_1,CPI.D_2,CPI.D_3,CPI.D_4,CPI.D_5,CPI.D_6,CPI.D_Avg,CPI.D_Middle
5,Mean Estimate,-0.0300685806197367,-0.030675069651478,-0.03133666850446903,-0.03097579666094214,-0.027996951439649392,-0.028262009761154068,-0.02709190677998091,-0.02851193746032218,-0.029827812492665563,-0.0303140457595939,-0.03209616452740956,-0.028262009761154068,-0.02724909071005915,-0.026934725313788686,-0.03395505473150258,-0.026370159553302033,-0.025210620492313696,-0.031496891207620906,-0.033281858002832614,-0.027452028967860597,-0.027080471461562283,-0.03150870351469761,-0.030877318982420476,-0.03005407067933508,-0.029566327241335334,-0.029563807225379345,-0.031578667612678635,-0.039219243622928064,-0.028293410163532505,-0.028654465591055844,-0.032910735919285034,-0.03192046893003097,-0.03092054037787786,-0.031007190109963133,-0.030301711409918792,-0.030399400857599422,-0.031101174527718947,-0.030113516393824633,-0.027653926784066855,-0.029099824622768142,-0.03344239259056929,-0.035240041608103616,-0.02962287455158335,-0.029992420746127433,-0.029315821046123913,-0.02794727594013238,-0.029338087080161293,-0.031195601524155684,-0.0302296649319032,-0.031928066437755545,-0.029493656032369017,-0.029922127598596,-0.02992213697442911,-0.02956663623547517,-0.02957272153905499,-0.030615135173353906,-0.028935937856378408,-0.02885856710023782,-0.030154118675608237,-0.030154118675608237,-0.029946439371600537,-0.029839325439507756,-0.030233092895743992,-0.030829995470104215,-0.030296596337355586,-0.030074954169601736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Median Estimate,-0.03006842947479931,-0.031203308940115235,-0.03266678980569511,-0.03228471728592285,-0.02591203501289872,-0.029761348566539773,-0.025138583130920995,-0.025738978079960007,-0.029552039540673276,-0.029973249137491,-0.02475213099088534,-0.029761348566539773,-0.027150660352563825,-0.030819388961312782,-0.03716795909833417,-0.02762890394683081,-0.024298865515537456,-0.032167488912334535,-0.034027845337344535,-0.023533230107496583,-0.03151337548564107,-0.031245606150904555,-0.029899813315966688,-0.02904806984103083,-0.02897675996117935,-0.02939056387592233,-0.031567390743074644,-0.03420943714190104,-0.02955819786493967,-0.027572635210015618,-0.03360273735632813,-0.03029192180514818,-0.027183491706891175,-0.02986543394060873,-0.02846788854460651,-0.03057911392999918,-0.031725704205019314,-0.029378033281030138,-0.027938806732072156,-0.028995827331122874,-0.0350727386801294,-0.03398433239890744,-0.029758905493391184,-0.028881919323726007,-0.028506097523619822,-0.025907789872455997,-0.025184480683553664,-0.03425014816822438,-0.029758264850668414,-0.028580589807712387,-0.026568538655448157,-0.02839220659164174,-0.028392350937116104,-0.026521545966290958,-0.026565768924096983,-0.025482116139620974,-0.028281580074947948,-0.02808144942472703,-0.029136206737510693,-0.029136206737510693,-0.02947931174511953,-0.028730069103758825,-0.029029434767429488,-0.030099548649943145,-0.02781881254946499,-0.029537930166160725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,SD Estimate,0.027187397142613708,0.02280106566134497,0.03288709830847571,0.02581643765233148,0.03864087041470562,0.02728467048904683,0.037927662606606974,0.050914566909337926,0.03000030959044051,0.016536311955730403,0.0730080103958186,0.02728467048904683,0.046894778308765137,0.05670508581089349,0.06660276620511592,0.07641434287275245,0.08450530808168213,0.02823750063404253,0.044524356447497276,0.05718776836339985,0.06665355639540294,0.023277462829555503,0.018567847638986317,0.018127024607923547,0.02496770744312828,0.03631545548701709,0.09118128062245366,0.10427496791678793,0.09624310544302571,0.08530047769222814,0.07601187239344558,0.0670042145045317,0.03462519702825965,0.025798054118796817,0.02492115112935759,0.0188223300888866,0.03310322554342906,0.04190206450981627,0.041700581171615084,0.04192598953148863,0.05081036352465717,0.09251417632887583,0.03517684384622476,0.03031737752950559,0.01961771544780821,0.04123786638815957,0.06353257646966633,0.04583548980529334,0.02187442820579721,0.0561025454395725,0.047086503135808304,0.03416790886584584,0.034168023601989415,0.02842068791908226,0.02668570620907042,0.037864382533963466,0.024692237744739026,0.018053630960610936,0.019661879764135613,0.019661879764135613,0.01741032899295618,0.01609280119719629,0.02650941802201871,0.02285101591714393,0.03134886007652949,0.03191060165696554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Power,0.244,0.344,0.188,0.28,0.092,0.188,0.088,0.084,0.156,0.436,0.14,0.188,0.076,0.08,0.116,0.072,0.056,0.136,0.136,0.076,0.056,0.256,0.268,0.316,0.168,0.124,0.064,0.116,0.072,0.068,0.088,0.092,0.176,0.256,0.292,0.4,0.172,0.136,0.104,0.136,0.096,0.064,0.156,0.196,0.3,0.084,0.112,0.116,0.296,0.152,0.12,0.16,0.16,0.216,0.236,0.204,0.248,0.34,0.392,0.392,0.448,0.444,0.244,0.292,0.16,0.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Mean Estimate,-0.06147254056158542,-0.06148287318602009,-0.0621317206209494,-0.061777804879363594,-0.06147082340683133,-0.058550901612027875,-0.059953409782992184,-0.06345572531470522,-0.06083602870471769,-0.06014444152644433,-0.0630053438780604,-0.058550901612027875,-0.05952447168000674,-0.06038234769553581,-0.06685616976597604,-0.06331588716326225,-0.060195135960840716,-0.0596323184039097,-0.0641113615346513,-0.060924787090847976,-0.058675637684016624,-0.06065359260848627,-0.05977598206647258,-0.060679205531703556,-0.05890931179371547,-0.060704103232339254,-0.0636797911768382,-0.06307299425713345,-0.06823507561878539,-0.057195705149275126,-0.06221376798606287,-0.06363471963253609,-0.061939382199178133,-0.06185341327786759,-0.06141410833674213,-0.061148917984081,-0.062398365521403425,-0.06191744947459572,-0.06191530077945839,-0.05911899842386261,-0.061985479020898154,-0.06448918125153329,-0.06207703794069328,-0.061399894722409774,-0.05910439093611668,-0.06073151154502698,-0.06466279353129933,-0.06092593516460841,-0.060295917898829696,-0.06267881945005767,-0.062106746601061545,-0.061572156034348034,-0.061572159414049685,-0.061241634063107044,-0.061084928155779684,-0.06195284771752759,-0.06078306126827952,-0.060473349577127834,-0.061381309694966094,-0.061381309694966094,-0.06116235271075087,-0.060872714630329915,-0.06057509052855344,-0.060680306924758225,-0.06081286627607336,-0.06106243337533085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Median Estimate,-0.062015295271522344,-0.06089810134346815,-0.06154901800194231,-0.06254726998192386,-0.06274374208567043,-0.060094022221729985,-0.06195340104928346,-0.064905100827547,-0.06295714100652042,-0.061049241293833115,-0.06023774809841622,-0.060094022221729985,-0.05613095456708577,-0.05931167981565923,-0.06801724382529648,-0.057188617402690024,-0.05455675844945668,-0.061963128082416635,-0.06516632593500689,-0.06240666522988589,-0.0624059313398386,-0.06024860767448577,-0.05933809785573284,-0.0599322419508769,-0.061662203566806725,-0.06072390305813995,-0.06324727258553559,-0.06173940116718797,-0.06343449539851292,-0.058141191015918726,-0.061186506826316905,-0.06527340565293815,-0.06052711478938337,-0.06128270239667171,-0.06100420647371342,-0.06153342358210646,-0.06327697438163572,-0.06263241043392534,-0.06129523130180037,-0.060955762473679106,-0.06584843154287165,-0.06881613192985102,-0.062319723162178126,-0.06198374177743424,-0.06011588368793104,-0.06367203387335803,-0.0677635322642902,-0.06376444898395875,-0.060103954949646446,-0.060934331003963144,-0.06453013740827516,-0.06190407738012903,-0.06190432817931876,-0.06244119513187969,-0.062467398872195115,-0.05982469896923111,-0.06102180299898467,-0.06106869724937246,-0.06072104737113959,-0.06072104737113959,-0.06113938486064212,-0.06029156276434683,-0.06107173271213672,-0.061232232510445864,-0.06233311116681149,-0.0633267426796222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,SD Estimate,0.024354005065250504,0.020753500886243916,0.030404182946039946,0.023123035465223724,0.03903617418110643,0.029769358363470676,0.04071376144432768,0.04813900460908139,0.029486777473444005,0.015471665244656362,0.0679124578409785,0.029769358363470676,0.04773622404507407,0.06280771957067159,0.059306239038980794,0.07403482285489808,0.08996720082736381,0.02950604616089527,0.04080618828537288,0.055377866967997444,0.06989395221973549,0.02056338968751571,0.01859946408055449,0.016318641453134605,0.02605538282539023,0.03591720455710297,0.09240538722548158,0.09109706348298442,0.09483386615800683,0.07913153741383623,0.06838039825202046,0.06823437893179157,0.03091878257312917,0.025037887750808056,0.02219443335255236,0.01701861625311947,0.030010931879913466,0.03854731745539031,0.04116393380915462,0.036938758031778623,0.049022668942938365,0.10165021524502107,0.032762142718073574,0.028047951541593667,0.020272589607114328,0.042460457003634045,0.05838818108001275,0.04412886462131317,0.019871839994651676,0.052257147993439876,0.04512160802145856,0.031914568176982516,0.031914682317885176,0.025754800532636075,0.024350352234785513,0.033580316125173475,0.023676260475379417,0.01825189828796559,0.01763957101381248,0.01763957101381248,0.01582992307236535,0.014698918164935964,0.025298738694082834,0.020835500042669326,0.029885289943268053,0.030205063464884864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Power,0.644,0.784,0.496,0.72,0.288,0.44,0.248,0.176,0.48,0.908,0.204,0.44,0.216,0.2,0.196,0.14,0.132,0.416,0.268,0.184,0.156,0.608,0.664,0.696,0.44,0.288,0.08,0.076,0.1,0.068,0.1,0.16,0.416,0.68,0.736,0.936,0.472,0.28,0.3,0.272,0.148,0.144,0.428,0.536,0.728,0.244,0.128,0.236,0.796,0.228,0.228,0.44,0.44,0.616,0.636,0.356,0.7,0.864,0.92,0.92,0.968,0.976,0.624,0.772,0.464,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Mean Estimate,-0.003732525532657873,-0.020450026543787518,-0.010329445959441751,-0.01584976241950007,-0.04386790077727035,-0.07070549065730178,-0.05093406560829461,-0.03021126688268995,-0.011462075515491967,0.009694400264205483,0.03036677699240741,-0.07070549065730178,-0.05058750747499359,-0.05128062212707612,-0.030799546208881534,-0.02978299888129868,-0.03005124811918727,-0.011338935250710884,-0.012105283691213378,-0.011345000125712388,-0.011059084405424888,0.009929276552272,0.010023149342588768,0.009937160963803938,0.008837673232173025,0.009744739101629485,0.030802044135864712,0.031498515067331166,0.027976921232390407,0.03057103386212642,0.03147141747938683,0.02988072718618931,0.004824008760307805,0.0032929761998492344,1.9927785631610836e-4,-0.017805642476436075,-0.00987701335541074,-0.0028501064663685014,0.0041465468589380345,0.011052160540506334,0.016529373046288,0.021855038656292326,-0.002860178971002249,-0.02047338825474894,-0.07064872752200414,-0.05102308700342332,-0.03018028854191275,-0.011228809892658103,0.009802689632518137,0.030437893857207864,-0.030810728387893505,-0.020542617175074048,-0.020542463941625618,-0.0036202127685670948,0.004849928605699959,0.004800163733026614,-0.020412291717649737,-0.0034714762790327655,-0.020474815250689442,-0.020474815250689442,-0.025823789430081266,-0.020400813312842526,-0.020505874075902233,-0.0036869645688929926,-0.02055901832751967,-0.020549898458874942,0.030485891093786962,-0.07065718220219941,-0.05096145693232734,-0.030178065240920076,-0.011202334131057937,0.009850211321524908,-0.02044382268186548,-0.050598901458482275,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Median Estimate,-0.00391359578720534,-0.02061645087900571,-0.010269169101829588,-0.015894882954278905,-0.04400214989153217,-0.0718963085647086,-0.051653075690421685,-0.03015766380083662,-0.011723854294278916,0.009368430511153691,0.030380234888721568,-0.0718963085647086,-0.05064178461073798,-0.05081520052130756,-0.029956437838917757,-0.029142999594623215,-0.030115610625324692,-0.011830355802402756,-0.011951067716860286,-0.011255697227258414,-0.010036780611532532,0.00910120522833871,0.010002263772129679,0.010782105615944369,0.00866778762360907,0.00993940427028282,0.030090149670447264,0.0318161687764892,0.02742803535808344,0.031748640165616446,0.03079526636088504,0.029415375376626588,0.005094816662106094,0.0034739561717221455,4.098458702149555e-4,-0.017758574540772287,-0.009858562658505033,-0.002603617716940283,0.005278879314185474,0.011688234764038241,0.016379989409271076,0.021975996885021686,-0.003042515479359448,-0.020742393484059235,-0.07119849355956126,-0.0505496086695706,-0.030605602303473887,-0.011720740235062643,0.009873423880658348,0.030452912847182503,-0.031016161658625203,-0.02083521357423763,-0.02083511779502384,-0.0038324050918696426,0.005056500703443011,0.0040759698336321325,-0.021085746323875866,-0.003527676471653837,-0.020625019123623238,-0.020625019123623238,-0.025599265480619207,-0.02034742442459128,-0.02076299060629559,-0.004063652314923307,-0.02079899471275884,-0.020364188827681453,0.03043061321571708,-0.07066652359840518,-0.05063109236407828,-0.030275077680189166,-0.011270211706130503,0.009840142009206682,-0.020284984155904934,-0.050331256422414275,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,SD Estimate,0.006186282898442857,0.006010958400477282,0.006459513763506539,0.005478537260716149,0.007706626821907535,0.015340671785624531,0.010653804120131989,0.00903124179528135,0.009298062132848568,0.008832231780153466,0.012217984420887245,0.015340671785624531,0.013333838529080605,0.01514639897729131,0.01212013064956198,0.01416726297935151,0.01437063850906214,0.01209705180422745,0.01308024156081481,0.01418742713009569,0.01674269699889252,0.011778190876325213,0.013537716032893837,0.013743877178212993,0.014515620212497903,0.015293652444506957,0.016175807191148354,0.01622478398181638,0.015269735171984211,0.016509968835544134,0.015724432630104156,0.01845397124615467,0.006765525738609218,0.007655712115075172,0.006796909254085115,0.005689652709329027,0.006319364395153551,0.0068557813527854216,0.009054379869886886,0.009474337519843081,0.012365742712138588,0.016813222704061364,0.0063193952726453995,0.004949430322913977,0.011988712738718378,0.008721991952368096,0.008283084118409396,0.008795889392344419,0.008666829541490855,0.0119646514985682,0.005581816685551128,0.0047917586671113056,0.004791762005474887,0.006530575614031868,0.00787703317967361,0.007468482116828362,0.006489950802918427,0.0068222404247827795,0.00707950811469935,0.00707950811469935,0.00689206312315691,0.006362834333066044,0.006188855306716526,0.0067881684942717145,0.006041281236791156,0.004713722724644237,0.011886645812310371,0.011595842867669771,0.008724638767388016,0.008255960566055685,0.00871358246539863,0.008426389706175316,0.0047958631685062645,0.005953918092369128,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Power,0.008,0.78,0.088,0.512,1,0.964,0.984,0.832,0.18,0.012,0.348,0.964,0.912,0.668,0.5,0.376,0.288,0.048,0.06,0.06,0.076,0.004,0.012,0.008,0.04,0.044,0.156,0.148,0.096,0.116,0.132,0.204,0.012,0,0.004,0.744,0.104,0.004,0.008,0.012,0.06,0.076,0.004,0.84,1,1,0.884,0.224,0.04,0.412,0.992,0.904,0.904,0,0.004,0.016,0.564,0.004,0.68,0.68,0.9,0.756,0.78,0.064,0.82,0.94,0.504,1,1,0.908,0.26,0.08,0.88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Mean Estimate,-0.002889302580117351,-0.03949587253319803,-0.019405588050753812,-0.030363925222555103,-0.1024059373008398,-0.13981126860936507,-0.11857045354438216,-0.07916114393129016,8.49864729796741e-4,0.060510737818089494,0.041301187368721834,-0.13981126860936507,-0.11877867529138733,-0.11836223318695437,-0.0800896431895309,-0.07897188342557412,-0.07842189897519276,0.0010293495692780279,-5.953352737571395e-4,0.0014251192908612748,0.0015403247098221425,0.05917333592983277,0.06022923686170848,0.06051513577810829,0.06121992531940727,0.06141605647965785,0.041501662624354264,0.04067228977454215,0.04114984605628726,0.04075504029283506,0.04195958388313976,0.04176870077880366,0.012238779259497184,0.017711841448766936,0.010580408141067442,-0.0312531073433348,-0.014778460808449115,0.003633463932299943,0.022464266598113524,0.036990031339590675,0.046425928289904494,0.060500354129338685,0.0037731111920912977,-0.03956165156695965,-0.14057787949490416,-0.11929393665084789,-0.07957884808321133,4.831503943930821e-4,0.06038459655162583,0.041213007435101125,-0.06612987795807815,-0.03811517098524718,-0.03811483522430246,-0.002867194543387003,0.012480910540260678,0.012280673084244789,-0.03914252801067605,-0.0029877717301678465,-0.039461030681063186,-0.039461030681063186,-0.05031129042507473,-0.039419671977799046,-0.04021417553369199,-0.0038842827242097948,-0.038781957416498265,-0.038527236231324154,0.040998103798349506,-0.14076191783328526,-0.11948186543272916,-0.07980412800268934,2.3474308114744896e-4,0.06020202176320701,-0.03976884043766663,-0.11334930375623459,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Median Estimate,-0.003335385314437312,-0.039407418447192435,-0.019511795256755178,-0.030091352911297407,-0.10234157579547742,-0.1383543526609973,-0.11887169149241818,-0.07975336592730532,8.273709618180248e-4,0.06023340576878812,0.041421700314448515,-0.1383543526609973,-0.11861319185976196,-0.11825692123953274,-0.08008903315820368,-0.07834266909214839,-0.07837177006690295,0.0014582160455708806,8.587022753772515e-4,4.6696602485888283e-4,0.0010682082348766194,0.059233111376158484,0.05932306817287787,0.061219809483508386,0.060494210645597596,0.06236271977486066,0.04281257265087936,0.04091457870709622,0.04149423722091468,0.04097831738853536,0.041169963940783684,0.04182586335515953,0.012279032490756592,0.01698419950653966,0.010043811585481288,-0.030926492126734654,-0.015181088632928816,0.0032366825626154575,0.021447390652627157,0.03621704948875869,0.04592281755881969,0.05879240696199723,0.002829424262937273,-0.038794979551652765,-0.14128833161562898,-0.11960517698642442,-0.07939808012185479,4.6127262263991845e-4,0.06019077510574608,0.04089750982348916,-0.06615887210332089,-0.037700699235627556,-0.03770037327735977,-0.00312606856692213,0.012266496939165528,0.01252801348286987,-0.039221716448684676,-0.00309214167268609,-0.039683456477541096,-0.039683456477541096,-0.050368645819017496,-0.03974131359532321,-0.040552074707290206,-0.0038497009514748388,-0.03903076372503656,-0.0388106193191657,0.041709249078984253,-0.14205239894873878,-0.11977274982945492,-0.07996995290572378,3.279033542064949e-4,0.06015119956175132,-0.039617747892652766,-0.11348445814209192,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,SD Estimate,0.006365944689713272,0.00549823191703273,0.0064866792120423155,0.005187055059397378,0.007682744651891584,0.014806657062981518,0.010441698518221828,0.008894102621228124,0.008661338388729251,0.008827830595644794,0.012201512093774725,0.014806657062981518,0.013452207265911823,0.015183897209643474,0.013681070770145787,0.012376791252090005,0.015352746210068505,0.012267477516299637,0.013088352759959882,0.013705879270996597,0.016109484996075153,0.011617137205999502,0.01370966454597264,0.013501798502538982,0.01360492006012634,0.016068210041735462,0.014586955949110863,0.015198864100037658,0.015537362576177124,0.01617110860096672,0.0173305600231465,0.01776559962791474,0.006472069252497461,0.0080071103803477,0.007174874340398807,0.0052464989487699615,0.006183011025055132,0.007276928129296001,0.009091889644634832,0.010654282067130393,0.012427979065972003,0.016239271542807257,0.006623099802941176,0.004701699262245132,0.011422140387725748,0.009057626921927431,0.007697648940037626,0.00759605942129427,0.00819330764111285,0.011886348490550053,0.0054822274070030945,0.004545666587879417,0.004545667881586201,0.006816980683385544,0.008267829429818494,0.007171028693146436,0.006785986344829629,0.0074164339172277886,0.0066863711229732765,0.0066863711229732765,0.006591361316513664,0.0059254239797259705,0.006485536444465415,0.006866659639865726,0.006425348483963376,0.0053321972216362964,0.011788243675470296,0.011330377774845118,0.0088907105481652645,0.007671457928744584,0.00758022143816013,0.008128091189227585,0.004630919392222534,0.005949334827760862,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Power,0,0.988,0.004,0.568,1,1,1,1,0,0.736,0.204,1,1,0.976,1,0.964,0.8,0,0,0,0.024,0.032,0.02,0.008,0.104,0.384,0.076,0.02,0.012,0.008,0.036,0.172,0,0,0,0.844,0,0,0,0.04,0.08,0.216,0,0.988,1,1,1,0,0.976,0.332,1,0.984,0.984,0,0,0,0.804,0,0.96,0.96,1,0.988,0.984,0.004,0.992,0.996,0.688,1,1,1,0.012,0.992,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
